Ingresso;Paí;Cidade;ID;Nome;Assessor;Carteira
May-30-2021;Indonesia;Cigintung;153079989-9;Henrietta Pettis;Geise;13,052.00
May-30-2021;Brazil;Matã;153298094-9;Tiffie Breckon;Geise;11,001.00
May-30-2021;Indonesia;Tumpukrenteng;153648196-3;Jana Rosellini;Geise;2,247.00
May-30-2021;Portugal;;154788262-1;Nara Geeves;Geise;15,749.00
Jan-29-2023;Brazil;São Paul;155455850-6;Fanechka Bartelot;Geise;10,667.00
May-30-2021;Russia;Stodolishche;156142534-6;Paulie Eastmond;Geise;10,605.00
Sep-5-2022;Brazil;Amargosa;157202208-6;Romeo Neate;Altamira;3,991.00
May-30-2021;Portugal;Gói;157307130-7;Reinhard Popple;Altamira;7,062.00
Aug-23-2021;Brazil;Guanambi;157755467-1;Nolly Darwood;Altamira;7,806.00
Feb-4-2022;Mongolia;Ulaan-Ereg;158272168-8;Alex Hurle;Altamira;7,657.00
Nov-21-2021;Portugal;Paranho;158539969-8;Thornie Morphew;Altamira;7,045.00
May-30-2021;Brazil;Buri;159342601-1;Rafferty Mosdall;Altamira;3,523.00
May-30-2021;Colombia;;159621308-6;Torrie Gile;Altamira;13,019.00
Dec-13-2022;United States;Irving;159661166-9;Kylie Duval;Altamira;10,727.00
May-30-2021;Colombia;Rionegro;160406388-2;Shannon Mitten;Altamira;13,270.00
May-30-2021;Colombia;Pupiales;160448377-6;Bethina Posnette;Altamira;11,856.00
Oct-22-2021;Chile;San Carlos;160548852-6;Frances Sillis;Altamira;11,302.00
May-30-2021;Portugal;Alhos Vedros;160762627-6;Olly Richardt;Altamira;9,492.00
Apr-17-2023;United States;Hampton;162506040-8;Waylon Bruckshaw;Altamira;8,507.00
May-30-2021;Brazil;São Paul;164787824-1;Diego Orbon;Altamira;8,153.00
May-30-2021;Brazil;Goiatuba;165085359-9;Alikee Hallowes;Altamira;16,184.00
May-30-2021;Portugal;Vale de Mendiz;165765362-5;Mario Kerans;Altamira;2,077.00
May-30-2021;Colombia;San Diego;165800106-0;Ettie Crittal;Altamira;19,186.00
May-30-2021;Costa Rica;San Rafael;166737346-3;Gnni Collough;Altamira;13,769.00
Dec-4-2021;Portugal;Santa Cristina Couto;166916652-1;Meade Kemell;Altamira;6,814.00
May-30-2021;Brazil;São João del R;167398547-5;Nev Kornousek;Altamira;8,038.00
May-30-2021;Argentina;Villa Cañ�;167576157-4;Kimberley McGuiness;Altamira;4,830.00
Jul-28-2022;Croatia;Otok;167989543-5;Janith Beneze;Altamira;9,090.00
May-30-2021;Ghana;Tafo;168234741-9;Malva Kinkaid;Altamira;17,243.00
Feb-22-2023;Indonesia;Batanghari;168291350-3;Morey Gonzalo;Altamira;7,702.00
May-30-2021;Colombia;Mompó;168507385-9;Emmey Betteney;Altamira;7,299.00
May-30-2021;France;Deauville;168839124-1;Hurleigh Cooksley;Altamira;12,939.00
May-30-2021;Brazil;São Paul;169205050-8;Ruby Beck;Altamira;13,057.00
May-30-2021;United States;Chicago;169731933-5;Morna Rozzier;Altamira;13,672.00
Aug-7-2021;Kenya;Kapsabet;169848684-7;Nichol Yerrall;Altamira;4,547.00
Nov-8-2021;United States;Los Angeles;169924561-4;Paton Have;Altamira;6,366.00
May-30-2021;Brazil;Rio de Janeiro;170122753-3;Page Faircloth;Altamira;19,529.00
May-30-2021;Brazil;Barra de São Francisc;171495019-0;Bastian Staggs;Altamira;18,931.00
Aug-19-2022;Colombia;Sabanalarga;171665450-5;Debbie Brilleman;Altamira;11,591.00
Aug-28-2022;Brazil;;171796626-8;Zacharias Weavill;Altamira;2,883.00
Jan-15-2023;Nigeria;Gagarawa;172289078-9;Dieter Chazerand;Altamira;11,729.00
May-30-2021;Mongolia;Bayasgalant;173028634-8;Riki Upstell;Altamira;19,011.00
Apr-15-2022;Indonesia;Muaratiga;173651377-1;Lilli Longbottom;Altamira;6,707.00
Jul-22-2021;Croatia;Marčelj;173786618-8;Whitaker Olenchenko;Altamira;4,665.00
May-30-2021;France;Le Blanc-Mesnil;174223352-1;Angelo Glowinski;Cardoso;16,124.00
May-30-2021;Poland;Marianowo;174233208-0;Daphna Finnigan;Cardoso;15,553.00
May-30-2021;Portugal;Ribeiro;175038746-8;Agustin Jeanneau;Cardoso;7,146.00
Jun-17-2021;Poland;Siemiechó;175218398-3;Lotte Skoyles;Cardoso;1,609.00
May-30-2021;El Salvador;Berlí;175432346-4;Netti Halahan;Cardoso;14,715.00
Jan-2-2023;Poland;Racławic;176259970-8;Jolyn Southgate;Cardoso;4,541.00
May-30-2021;Argentina;Carlos Tejedor;176918666-2;Pyotr Lambarth;Cardoso;6,043.00
Mar-23-2022;Brazil;São Paul;177439218-6;Jervis Stirman;Cardoso;4,669.00
Jul-1-2022;United States;New York City;179786826-8;Merrill Newall;Cardoso;2,975.00
May-30-2021;Brazil;;180435629-8;Alene Denton;Cardoso;1,480.00
Dec-21-2022;Gambia;Sara Kunda;180441810-2;Sean Fraczek;Cardoso;7,313.00
Nov-4-2021;Czech Republic;Podiví;180920190-1;Shaylyn Scullion;Cardoso;3,639.00
Jan-28-2022;Argentina;General Alvear;181549729-7;Launce Arp;Cardoso;11,292.00
May-30-2021;Argentina;Villa Nueva;181576526-7;Cornie Pinson;Cardoso;15,003.00
May-30-2021;United States;Pittsburgh;181678920-8;Ward Beincken;Cardoso;12,508.00
May-30-2021;Brazil;Ribeirão Pire;181682094-6;Orelle Duckinfield;Cardoso;5,518.00
May-30-2021;Ukraine;Denyshi;183015067-7;Daisi Ogelsby;Cardoso;12,673.00
Aug-29-2021;Brazil;São Paul;183362434-3;Cybill Eccleshall;Cardoso;5,206.00
May-30-2021;Brazil;;183548175-2;Bennie Yesichev;Cardoso;18,991.00
Nov-23-2022;Czech Republic;Herále;183611280-7;Dillon Edwinson;Cardoso;6,035.00
May-18-2023;Colombia;Flandes;184463271-7;Trixie Petruk;Cardoso;1,262.00
May-30-2021;Brazil;Rio de Janeiro;184652303-6;Luce Brooker;Cardoso;12,486.00
Jan-3-2023;Argentina;Bahía Blanc;184815689-8;Armin Scatchard;Cardoso;7,990.00
May-30-2021;Portugal;Figueira;185059297-7;Phylis Drought;Cardoso;12,534.00
Aug-31-2022;Brazil;São Paul;185866473-1;Robbert Handover;Cardoso;5,494.00
May-30-2021;United States;Tampa;185941628-4;Kaia Fiander;Cardoso;12,602.00
Sep-18-2021;Portugal;Mosteir�;186372529-6;Sher Allden;Cardoso;11,677.00
Aug-2-2022;Portugal;Alto de São Sebasti�;186581531-4;Salaidh Cully;Cardoso;11,758.00
Sep-13-2021;Indonesia;Samadua;186792383-1;Obed Pastor;Cardoso;6,229.00
May-30-2021;Poland;Aapczyca;189057299-3;Jolie Kenryd;Moraes;16,296.00
May-30-2021;Brazil;Capitão Po�;189131898-5;Shalne Beteriss;Moraes;12,286.00
Aug-6-2021;Brazil;Guaxup�;189609763-4;Rosa Vickress;Moraes;11,551.00
Jan-18-2022;United States;Pinellas Park;189842871-9;Jacques Mumbeson;Moraes;9,191.00
Sep-21-2022;Portugal;Nelas;190114082-2;Augustina Siward;Moraes;6,601.00
May-30-2021;Argentina;La Viñ;190415617-7;Fran Grigg;Moraes;2,085.00
Oct-1-2022;Indonesia;Kertorejo;190721430-5;Mickey Faithfull;Moraes;11,797.00
May-30-2021;United States;Hartford;190793382-4;Elaine Trenholme;Moraes;19,309.00
May-30-2021;Colombia;;190832804-5;Aylmar Keling;Moraes;15,062.00
May-30-2021;Portugal;Fontainhas;190833467-3;Coleman Powelee;Moraes;15,407.00
May-30-2021;Portugal;Maceda;191423123-6;Elnore Pandya;Moraes;12,659.00
May-30-2021;Colombia;Nariñ;191835395-6;Fransisco Davidy;Moraes;12,387.00
May-30-2021;Brazil;Rio de Janeiro;192137588-4;Ichabod Pollastrino;Moraes;15,428.00
Jan-10-2023;Peru;Bambas;192389109-1;Sutton Trembey;Moraes;4,415.00
Oct-15-2021;Portugal;Fundã;192578594-7;Trina Fairholme;Moraes;3,218.00
May-30-2021;Colombia;Villanueva;192955834-1;Cart Boundey;Moraes;2,140.00
Jul-29-2021;Argentina;Libertador General San Martí;193482492-5;Cale Plumstead;Moraes;2,899.00
Aug-9-2021;Brazil;Mari;193555736-1;Gail McMurthy;Moraes;10,705.00
Sep-30-2022;Hungary;Budapest;193835289-0;Brandtr Witherdon;Moraes;4,687.00
May-30-2021;Brazil;Lago da Pedra;194080310-1;Filippa Angeli;Moraes;16,381.00
May-30-2021;Canada;Thompson;194169689-9;Jessie Klulicek;Moraes;2,674.00
Nov-19-2021;United States;Pittsburgh;194253740-9;Susan Howe;Moraes;7,394.00
May-30-2021;Brazil;São Paul;195530612-5;Marybelle Utridge;Moraes;14,305.00
May-30-2021;Ecuador;Azogues;195735931-5;Alvis Alderwick;Moraes;11,533.00
Jun-12-2022;Brazil;Santa Inê;196264590-8;Rena Buret;Moraes;5,946.00
May-30-2021;Venezuela;Paraíso de Chabasqu�;196400456-1;Vladimir Madison;Moraes;15,580.00
May-22-2023;Brazil;Pesqueira;196769496-6;Myra de Clerq;Moraes;11,107.00
Feb-14-2023;Russia;Buguruslan;197720710-3;Moishe Espada;Moraes;3,386.00
May-30-2021;Indonesia;Mandala;197962730-4;Malissia Giacobini;Moraes;17,722.00
May-30-2021;Japan;Kodamachō-kodamaminam;198317529-3;Lucas Perrington;Moraes;19,687.00
Jun-12-2022;Honduras;El Paraís;200590630-1;Mag Glencorse;Moraes;6,481.00
May-17-2022;Colombia;Chigorod�;200745149-2;Adriana Alden;Moraes;11,491.00
May-30-2021;Indonesia;Gadang;201420633-3;Ninnetta Tyres;Moraes;14,831.00
May-30-2021;Philippines;Marsada;201473055-5;Pincus Silby;Moraes;11,876.00
Feb-23-2023;Colombia;San Francisco;202156893-8;Zabrina Cuttles;Moraes;1,200.00
May-30-2021;Philippines;Matalam;202167477-0;Cristi Head;Moraes;18,297.00
May-30-2021;Brazil;Rio de Janeiro;202383316-7;Clarine Flann;Moraes;19,253.00
May-30-2021;Portugal;Pico da Pedra;202402027-5;Malena Kail;Moraes;12,008.00
May-30-2021;Portugal;Bemposta;202434336-8;Rudyard Blaschke;Moraes;11,673.00
Jun-3-2022;Portugal;;202439658-5;Jessika Rippin;Moraes;5,876.00
Apr-14-2023;Ukraine;Chortkiv;202693999-3;Cassondra Eminson;Moraes;2,521.00
Jan-21-2022;Ukraine;Valky;203156132-4;Lolita Sambath;Moraes;1,526.00
Sep-28-2021;Portugal;Verdizela;203156619-9;Kimball Guiu;Moraes;10,385.00
May-30-2021;Colombia;Corinto;203603454-3;Ebenezer Caughey;Moraes;16,642.00
May-30-2021;United States;Houston;203865633-9;Park Janeczek;Moraes;13,733.00
May-30-2021;Finland;Reisjärv;203964444-1;Rosana Puckrin;Moraes;583.00,
Dec-20-2022;Brazil;Alenquer;205685404-1;Briana Hallgate;Moraes;3,324.00
Mar-16-2023;Sweden;Karlstad;205957604-0;Nike Snel;Moraes;9,740.00
May-30-2021;Brazil;Natal;206069920-7;Jessika Welch;App;13,051.00
May-30-2021;Armenia;Gugark�;206487953-6;Albie Frier;App;19,269.00
Aug-23-2022;Mexico;Las Animas;207003997-8;Magdalene Hanigan;App;6,639.00
Aug-18-2021;Brazil;São Domingos do Maranh�;207701900-1;Shannah Demke;App;10,933.00
May-30-2021;Tunisia;Dar Chabanne;208793979-9;Claudio Jaze;App;13,595.00
May-30-2021;Brazil;SP;208852698-6;Oliver Massingberd;App;17,283.00
May-30-2021;Brazil;Piraí do Su;209343383-4;Emelia Enion;App;15,100.00
Jan-11-2022;Brazil;Arari;209353653-6;Nolie Duff;App;6,173.00
May-30-2021;Vietnam;Thị Trấn Việt;209769404-7;Vin Lowrance;App;16,021.00
May-30-2021;United States;Dallas;211152769-6;Rurik Rathmell;App;5,948.00
May-30-2021;Brazil;Queimados;212565948-4;Alta De Atta;App;11,462.00
Apr-19-2022;Colombia;Popayá;212688786-3;Cally MacSorley;App;1,818.00
May-30-2021;Portugal;Carvalhal da Aroeira;213890741-4;Ivett Sidworth;App;13,094.00
May-30-2021;Brazil;Ituiutaba;214448926-2;Bernarr Blockey;App;12,227.00
May-30-2021;Chile;San Felipe;214886750-4;Benyamin Stockney;App;8,888.00
May-30-2021;Portugal;Mirõe;215162856-6;Pammy Sones;App;16,084.00
May-30-2021;Brazil;São Paul;215417593-7;Jesselyn Gerrill;App;11,735.00
Apr-7-2023;Japan;Takarazuka;216270235-5;Winna Sprigging;App;1,618.00
May-30-2021;Brazil;São Paul;216439125-1;Terza Ogdahl;App;18,622.00
May-30-2021;Greece;Gouméniss;216808591-9;Flossy Durrell;App;14,494.00
Apr-10-2022;Brazil;São Paul;218456537-7;Deidre Granleese;App;6,539.00
Jun-7-2022;Colombia;Nariñ;219665614-3;Lynda Glasard;App;4,355.00
Aug-1-2021;Colombia;Los Andes;219788902-8;Dasya Roskelly;App;3,354.00
May-30-2021;Portugal;Campo Maior;220400725-0;Dulcinea Jovovic;App;17,297.00
May-30-2021;Portugal;Quint�;220897706-8;Papagena Aikman;App;13,734.00
May-30-2021;Indonesia;Cilebang Satu;221026216-1;Arnuad Sheivels;App;9,373.00
May-30-2021;Colombia;Marinilla;221342277-1;Blaine Eddins;App;16,677.00
May-30-2021;Portugal;São João do Cam;221420402-4;Theo Orht;App;16,382.00
Apr-30-2023;Brazil;Caxias do Sul;221609321-1;Fulvia Drysdale;App;11,109.00
May-30-2021;Colombia;Cachipay;222192703-6;Taylor Kelson;App;15,689.00
Oct-22-2021;Brazil;Varjota;222320771-5;Constanta Ensley;App;3,080.00
May-30-2021;Canada;Ajax;223249446-2;Neils Wasmer;App;14,929.00
Oct-15-2021;Nigeria;Gajiram;224332942-5;Dora Fright;App;7,379.00
May-30-2021;Portugal;Santo Adrião Vizel;224345464-5;Norry Kalf;App;15,072.00
May-30-2021;United States;Saint Louis;224517655-3;Leanor Sahnow;App;19,763.00
May-30-2021;Brazil;Arraial do Cabo;224799702-3;Gal Lauderdale;App;16,732.00
Jan-10-2023;France;Bobigny;225558678-9;Maurits Glavin;App;816.00,
Jun-2-2021;Thailand;Wang Yang;225754335-1;Jeanne Mellish;App;9,483.00
May-30-2021;Indonesia;Nangtang;226783526-6;Baird Grundon;App;14,048.00
Nov-14-2021;Slovenia;Vitanje;227049024-1;Hartley Debnam;App;8,295.00
May-30-2021;United States;Fullerton;227148736-6;Sher Braferton;App;4,867.00
Jun-26-2021;Brazil;Feira de Santana;227536474-9;Clotilda Dounbare;App;6,892.00
Nov-1-2022;Brazil;Itu;227905423-1;Kaia Gerault;App;11,578.00
May-3-2022;Brazil;Itacoatiara;229107333-8;Anastassia Cohalan;App;1,687.00
May-30-2021;Brazil;Solâne;229671854-1;Bronny Gambles;App;15,225.00
May-30-2021;United Kingdom;Middleton;229938607-6;Alister Duffin;App;18,443.00
May-30-2021;Portugal;Vila Nova de Santo Andr�;230620403-9;Petronia Beynon;App;19,884.00
May-30-2021;Mexico;Vicente Guerrero;230924099-0;Tildi Beldum;App;10,225.00
May-30-2021;Ukraine;Chervonohryhorivka;231318467-6;Hadrian Dudderidge;App;15,835.00
May-6-2022;Portugal;Queluz de Baixo;231924746-7;Willy Cordero;App;1,494.00
May-31-2022;Portugal;Soutocico;232008528-9;Artemis Groocock;App;6,508.00
May-30-2021;Yemen;Al Munīra;232092749-2;Jacinthe Sinnat;App;4,917.00
May-30-2021;Indonesia;Sukacai Tengah;233686282-4;Missie Robe;App;3,309.00
May-30-2021;Georgia;Dmanisi;234195457-1;Salim Rowen;App;12,371.00
Dec-30-2021;Portugal;Brejieira;235041745-1;Blair Gussin;App;6,299.00
Dec-7-2022;Albania;Skore;236084516-0;Hatti Keiling;App;10,275.00
Dec-22-2021;Tajikistan;Farkhor;236264033-7;Sayer Doumic;App;2,251.00
Jul-2-2021;Brazil;Quat�;236557151-4;Kelila Hatrick;App;5,272.00
Jun-8-2021;Argentina;Sampacho;236773323-6;Maurizia Ellaway;App;4,625.00
May-30-2021;Brazil;Guaiúb;237289115-4;Gipsy Adamovicz;App;18,921.00
Sep-2-2022;Portugal;Recarei;237599153-2;Katusha Chevis;App;10,456.00
Nov-20-2021;United States;Tulsa;237640717-6;Washington Buttfield;App;7,931.00
Feb-21-2023;Guatemala;Comitancillo;237952591-9;Andrew Swenson;App;9,930.00
Nov-28-2021;Portugal;Valeirinha;238585572-0;Caleb Cruft;App;9,396.00
Jun-10-2022;Brazil;;239320032-0;Rudolph Dearsley;App;663.00,
Aug-24-2021;Brazil;Rio;239625001-9;Jeni Plowright;App;3,088.00
May-30-2021;Portugal;Manique de Baixo;239954072-7;Selig Murrthum;App;10,352.00
May-30-2021;Argentina;San Javier;240018594-8;Christian Revens;App;15,386.00
Sep-8-2022;Mexico;Emiliano Zapata;240701454-5;Annamaria Beames;App;1,345.00
May-30-2021;Russia;Karabudakhkent;240712103-1;Vanessa Duffin;App;17,017.00
May-30-2021;Brazil;Satuba;240961239-3;Abdel Fairham;App;13,389.00
Jul-25-2021;Portugal;Breia;241759027-1;Alysa Yerill;App;8,330.00
May-30-2021;Brazil;Jaguariaív;241917824-6;Rebeka Stenson;App;18,222.00
May-30-2021;United States;Washington;242328109-9;Wit Ianilli;App;5,726.00
May-30-2021;United States;Los Angeles;242402479-0;Jacky Narramore;App;4,052.00
Mar-19-2022;Armenia;Amberd;242862835-6;Humberto Flips;App;2,516.00
May-30-2021;Brazil;Goianira;244293082-1;Clemence Eitter;App;19,247.00
Mar-19-2022;Angola;Camacupa;244547576-7;Alie McAmish;App;1,321.00
May-30-2021;Malaysia;Kuantan;244923165-1;Ysabel Fairnington;App;14,763.00
May-30-2021;Argentina;Las Lajas;245125936-1;Michel Daws;App;14,828.00
May-30-2021;United States;Peoria;245215472-5;Blithe Saylor;App;14,130.00
May-30-2021;Brazil;Sirinhaé;245627708-2;Joly Usher;App;16,874.00
Dec-7-2022;Brazil;Cachoeira;245736368-3;Robbyn Gorringe;App;2,825.00
Sep-16-2022;Malawi;Chipoka;245952283-5;Max Dennison;App;1,441.00
Dec-4-2022;Portugal;Boavista;246726556-0;Doloritas Harrald;App;10,552.00
May-30-2021;Brazil;Rio de Janeiro;247186298-5;Megan O'Sharry;App;18,764.00
Oct-26-2021;Indonesia;Laiponda;247238210-3;Jaquelyn Gorsse;App;10,417.00
Sep-1-2021;Portugal;Jardia;247269747-3;Darci Schanke;App;4,439.00
May-30-2021;Portugal;Passos;247639627-3;Bobinette Heyns;App;17,782.00
May-30-2021;Portugal;Paço;248072547-2;Joice Blackman;App;5,612.00
May-30-2021;Sweden;Borå;248433590-3;Adolphe Bellenger;App;10,976.00
May-30-2021;Switzerland;Züric;248999640-1;Terra Maytom;App;17,479.00
May-30-2021;Colombia;Dibulla;249197906-3;Kylie Karlicek;App;17,487.00
Sep-23-2021;Brazil;Rio;249464231-0;Blair Haxbie;App;9,430.00
May-30-2021;United States;Lubbock;250400575-1;Tamas Attril;App;16,423.00
Dec-20-2022;Brazil;Aquiraz;250578890-1;Hewe Drains;App;8,074.00
Mar-18-2023;Brazil;Itiruç;250982400-7;Devin Decayette;App;6,875.00
May-30-2021;Portugal;Moscavide;251916377-1;Daren Flannery;App;15,100.00
May-30-2021;United States;El Paso;251925319-3;Nessie Farnworth;App;11,824.00
Sep-16-2021;Argentina;Lobos;251956191-2;Gael Gurley;App;6,632.00
Sep-1-2022;Indonesia;Klagen;252097920-8;Helene Othen;App;7,625.00
May-30-2021;Brazil;Criciúm;253195296-9;Viole Sleeny;App;12,074.00
May-30-2021;Portugal;Rios Frios;253325993-4;Hollyanne St. Quintin;App;18,759.00
Jun-23-2021;Democratic Republic of the Congo;Matadi;253474699-5;Orren Philcock;App;3,891.00
May-30-2021;Portugal;Fafe;253962100-7;Garold Ivimy;App;12,144.00
Dec-19-2021;Brazil;Irec�;254384689-1;Lenee Becerro;App;1,805.00
Mar-6-2022;Colombia;Corinto;254885998-3;Erin Botten;App;10,720.00
May-30-2021;Armenia;Artimet;255390174-7;Glynnis Hudspeth;App;19,650.00
May-30-2021;Brazil;Curitiba;255695025-0;Alvina Dashkovich;App;11,340.00
May-30-2021;Portugal;Rosais;255903416-6;Aldrich Bodemeaid;App;9,602.00
May-30-2021;Canada;Millet;256155124-5;Nicki Keen;App;11,162.00
May-30-2021;Indonesia;Kaum Kaler;256413695-8;Effie Odd;App;19,962.00
May-30-2021;United States;Atlanta;256501650-6;Mallory Delamaine;App;14,749.00
May-30-2021;Poland;Jastrowie;256685175-1;Markus Summerlee;App;1,100.00
May-30-2021;Democratic Republic of the Congo;Kinshasa;258090848-1;Bengt Balnaves;App;17,729.00
May-30-2021;Colombia;Angostura;258285168-1;Cayla Tessyman;App;19,286.00
May-30-2021;Portugal;Praia de Mira;259497981-3;Harrison Kubalek;App;797.00,
May-30-2021;Colombia;Campo de la Cruz;259898736-5;Julianne Readmire;App;7,086.00
Jul-3-2022;Portugal;Calde;260571442-1;Dory Bielby;App;8,320.00
May-30-2021;Indonesia;Terang;260712772-6;Annie Masi;App;19,268.00
Jun-30-2022;Spain;Pontevedra;261343409-0;Sheeree Pinchback;App;2,809.00
May-30-2021;Argentina;;261347446-7;Verna Durran;App;3,839.00
Jan-14-2022;Guatemala;Oratorio;261832041-7;Zolly Scarfe;App;10,296.00
Feb-14-2022;Brazil;Aquidauana;261987355-1;Riannon Schild;App;4,954.00
Feb-23-2022;United States;Nashville;262119161-4;Rene O'Reagan;App;4,893.00
May-30-2021;Bolivia;Amarete;262167821-1;Dix Pagett;App;18,052.00
Aug-9-2021;Russia;Perepravnaya;262420112-2;Wilhelm Estrella;App;5,069.00
Sep-17-2022;Colombia;San José de Mirand;262559385-7;Lynnett Late;App;7,687.00
Apr-9-2023;Brazil;Torres;263154041-7;Nona Heathcott;App;941.00,
May-30-2021;Brazil;Cod�;263295937-3;Matty Caney;App;16,569.00
May-29-2022;Macedonia;53>B8=>;263877850-8;Golda Dinkin;App;11,184.00
May-30-2021;Sweden;Lindome;264447418-3;Rasia Maiklem;App;8,444.00
May-30-2021;Portugal;Carapelhos;264775847-6;Nowell Kershow;App;12,844.00
May-30-2021;Colombia;Chin�;265279453-1;Hewe Bizzey;App;10,192.00
May-30-2021;Brazil;Ubat�;265471221-4;Linell Babb;App;13,917.00
Jul-1-2022;Madagascar;Ankazondandy;265503087-7;Angelo Creser;App;1,781.00
May-30-2021;Colombia;Florencia;265679657-1;Celestia Ossulton;App;14,296.00
May-30-2021;United States;Newport News;266931886-1;Orbadiah Mordecai;App;12,102.00
Nov-9-2021;Portugal;Castelo;267007250-1;Aloin Biddell;App;6,240.00
Mar-4-2022;Sweden;Högan�;268080699-9;Langston Thormann;App;8,985.00
May-30-2021;United States;Staten Island;268395591-1;Iggie Ledger;App;18,987.00
May-30-2021;Spain;Elx/Elche;268503935-1;Tab Fleeming;App;2,876.00
May-30-2021;Portugal;Taveiro;268810979-0;Emera Lumsdale;App;12,086.00
May-30-2021;Brazil;Rio de Janeiro;269161129-9;Krispin Geertz;App;15,872.00
May-30-2021;United States;Brooklyn;270122292-3;Chanda Oscroft;App;9,578.00
May-30-2021;Poland;Tyczyn;270836361-1;Pegeen Freathy;App;17,610.00
May-30-2021;United States;Frankfort;270910377-1;Cathrine Dawks;App;11,904.00
May-30-2021;United States;Brooklyn;272046985-8;Mercie Durnall;App;4,000.00
May-30-2021;Canada;Grande Cache;272407686-9;Chryste Membry;App;7,783.00
May-30-2021;Portugal;Bárri;273096776-1;Marian Quilleash;App;14,976.00
May-30-2021;Argentina;Santa Ana;273474110-5;Archibald Brockman;App;7,468.00
May-30-2021;Portugal;Estribeiro;273584027-1;Dorian Harte;App;16,951.00
May-30-2021;Bulgaria;Razgrad;273873570-3;Juliann Penfold;App;19,791.00
May-30-2021;Brazil;Jacobina;274024955-1;Matty Jouhan;App;7,086.00
Aug-8-2022;Argentina;Ezeiza;274965852-7;Kerry Mowsdill;App;4,930.00
Feb-4-2023;Brazil;SP;275187267-0;Ignatius Cason;App;9,075.00
May-30-2021;Indonesia;Kawengan;275557971-4;Keri Lindstrom;App;10,009.00
Aug-21-2022;Russia;Nizhniy Chir;276038132-3;Chrystel Simoneton;App;1,388.00
May-30-2021;France;Moret-sur-Loing;276044751-0;Barrie Ezele;App;12,823.00
May-30-2021;Brazil;Limoeiro do Ajuru;277956136-1;Gaylor O'Neill;App;18,347.00
Dec-8-2021;Portugal;Barreiro;279788890-1;Pepillo Aleixo;App;1,952.00
May-30-2021;United States;Los Angeles;279899504-3;Gayle McCurlye;App;9,677.00
May-30-2021;Argentina;San Antonio;281243900-9;Talya Eckery;App;9,270.00
May-30-2021;Russia;Starokucherganovka;281334397-8;Frannie Penman;App;17,449.00
Nov-27-2022;Colombia;Quimbaya;282811093-1;Banky Joplin;App;7,137.00
May-30-2021;United States;Fort Wayne;283044298-9;Frederico Ridout;App;14,118.00
Oct-17-2021;United States;Macon;283481347-7;Debera Pidwell;App;11,877.00
May-30-2021;Indonesia;Kawengan;283919558-5;Maris MacGillespie;App;7,465.00
May-30-2021;Argentina;Fray Luis A. Beltrá;283976277-3;Marnia Cossington;App;12,735.00
Dec-11-2021;Chile;Machal�;285359713-1;Jacquenetta Laugharne;App;5,332.00
May-30-2021;Brazil;Porto Alegre;285912301-6;Mirelle Turnock;App;12,616.00
May-30-2021;Portugal;Odivelas;286445323-1;Isidoro Garaghan;App;19,007.00
Feb-7-2023;United States;Santa Ana;287028588-4;Buck Blondin;App;8,779.00
May-30-2021;Brazil;Boa Viagem;287241512-2;Adelina Trouel;App;15,514.00
May-30-2021;Portugal;Paradela;287242154-8;Cathy Taffe;App;3,852.00
May-30-2021;Indonesia;Banjar Bau Kawan;288950444-1;Annadiane Beddis;App;16,042.00
May-30-2021;Tunisia;La Mohammedia;289176535-4;Carri Liquorish;App;4,356.00
May-30-2021;Philippines;Binuangan;290088365-2;Viki Cosans;App;13,245.00
May-30-2021;Brazil;Paraguaç;291036408-9;Nita Beslier;App;12,041.00
May-30-2021;Poland;Lubniewice;291157381-1;Minny Towll;App;1,559.00
May-30-2021;Brazil;Coruripe;291163174-9;Kin Rennocks;App;19,591.00
May-30-2021;Colombia;Algeciras;291793752-1;Rosella Yaknov;App;8,885.00
Jan-7-2023;Brazil;Barra do Bugres;292340163-8;Fairleigh Gunson;App;890.00,
May-30-2021;Brazil;Curitiba;294855646-5;Bob Sterricker;App;14,279.00
May-30-2021;Brazil;Paulíni;295049453-6;Jillana Sealand;App;17,990.00
May-30-2021;Portugal;Cimo de Vila;295477571-8;Helaina Van Geffen;App;16,544.00
Apr-30-2022;Argentina;El Calafate;295639270-0;Beverie Chittock;App;7,166.00
May-30-2021;Poland;Gorzów Ślą;295845354-5;Joseito Sanham;App;17,751.00
May-30-2021;Colombia;Sincelejo;296527742-0;Sophronia Gozard;App;19,074.00
May-30-2021;Japan;Asaka;296601371-0;Deborah Worsham;App;16,443.00
Sep-18-2021;Brazil;Botucatu;296960503-1;Ade Laise;App;6,974.00
May-30-2021;Tanzania;Kibondo;297588562-8;Templeton Doerffer;App;7,995.00
May-30-2021;Brazil;Tamba�;297633011-5;Cosimo Widdall;App;15,968.00
May-30-2021;Indonesia;Kampungraja;297843391-4;Sarette Wemes;App;19,115.00
May-30-2021;Brazil;Rio;298377607-7;Anni Steckings;App;13,483.00
May-30-2021;Brazil;Rio;299334547-8;Dusty Probbing;App;10,474.00
Mar-8-2023;Brazil;Itaperuna;300639593-1;Elmo Rainsdon;App;753.00,
Mar-7-2022;United States;Honolulu;300916885-3;Leon Goodwin;App;5,934.00
May-30-2021;Venezuela;Valencia;301629198-3;Jorry Mattek;App;15,981.00
Nov-7-2022;Mexico;La Esperanza;302113083-6;Genny Thompstone;App;3,539.00
